species,wav_air,excit_pot,vmic,log_gf,rad,stark,waals,lande,depth
Fe 1,4674.081,5.3204,1.0,-0.149,8.33,-4.39,-7.39,1.25,0.538
Fe 1,4674.1465,4.4346,1.0,-1.998,8.1,-4.65,-7.32,1.22,0.164
Sm 2,4674.59,0.1846,1.0,-0.56,0.0,0.0,0.0,1.54,0.144
Fe 1,4674.6478,1.5574,1.0,-4.79,6.88,-6.13,-7.651,0.68,0.185
Ni 1,4674.7546,3.6353,1.0,-1.824,8.27,-5.16,-7.51,0.92,0.167
Y 1,4674.8484,0.0658,1.0,-0.221,7.38,-6.01,-7.72,1.09,0.141
Fe 1,4675.0934,4.1034,1.0,-1.35,8.35,-5.16,-7.31,1.5,0.555
Ti 1,4675.1167,1.0666,1.0,-1.29,8.18,-6.1,-7.568,1.49,0.353
Fe 1,4675.3757,4.3865,1.0,-2.36,8.11,-3.77,-7.33,1.32,0.09
Ni 1,4675.5933,3.606,1.0,-1.74,7.93,-5.42,-7.242,1.28,0.207
Cr 1,4676.3312,3.5558,1.0,-1.132,8.08,-4.93,-7.54,1.26,0.072
Sm 2,4676.9,0.0405,1.0,-0.87,0.0,0.0,0.0,1.25,0.105
Cr 1,4676.9396,3.5561,1.0,-1.167,8.08,-4.93,-7.54,1.1,0.067
Fe 1,4677.3998,4.2176,1.0,-2.25,8.36,-4.94,-7.31,1.49,0.152
Fe 1,4677.5874,4.1544,1.0,-2.28,8.38,-4.99,-7.104,1.53,0.161
Fe 1,4678.1401,4.6382,1.0,-2.171,8.48,-4.56,-7.43,0.93,0.08
Fe 1,4678.4093,3.417,1.0,-3.458,7.86,-5.28,-7.54,0.83,0.066
Fe 1,4678.8455,3.6025,1.0,-0.833,8.29,-5.17,-7.279,1.3,0.752
Fe 1,4679.2174,4.5585,1.0,-1.288,8.47,-6.06,-7.3,1.54,0.399
Fe 1,4679.22,3.3683,1.0,-2.14,7.86,-5.29,-7.142,1.73,0.546
Fe 1,4679.2247,3.2515,1.0,-2.418,7.58,-5.98,-7.82,0.86,0.482
Fe 1,4679.5091,4.0758,1.0,-2.862,8.04,-5.45,-7.71,1.22,0.06
Zn 1,4680.134,4.0061,1.0,-0.815,0.0,0.0,0.0,99.0,0.555
Fe 1,4680.2945,1.6079,1.0,-3.774,8.16,-6.12,-7.67,1.82,0.619
Fe 1,4680.4672,2.8581,1.0,-2.728,7.66,-6.03,-7.81,1.32,0.521
Cr 1,4680.474,3.1107,1.0,-0.76,8.08,-5.28,-7.55,0.75,0.313
Fe 1,4680.5515,4.5844,1.0,-1.759,8.18,-4.31,-7.31,1.23,0.194
Nd 2,4680.737,0.0636,1.0,-1.26,0.0,0.0,0.0,1.11,0.063
Fe 1,4680.8402,4.1544,1.0,-1.801,8.35,-5.01,-7.31,1.5,0.35
Cr 1,4680.8529,3.0922,1.0,-0.81,7.2,-6.2,-7.703,0.39,0.299
Fe 1,4680.8606,4.7331,1.0,-2.035,8.32,-3.91,-7.15,1.19,0.087
Fe 1,4680.9039,4.6076,1.0,-2.261,8.44,-5.33,-7.39,1.32,0.07
Fe 1,4681.4219,3.6352,1.0,-3.255,7.27,-6.11,-7.81,0.78,0.065
Fe 1,4681.473,4.607,1.0,-1.331,8.48,-5.19,-7.35,1.64,0.359
Ti 1,4681.909,0.048,1.0,-1.03,6.46,-6.11,-7.702,1.13,0.775
Fe 1,4682.1115,4.5585,1.0,-1.271,8.48,-4.56,-7.3,1.16,0.406
Y 2,4682.3237,0.4087,1.0,-1.51,7.36,-6.26,-7.84,1.25,0.385
Co 1,4682.3593,3.1913,1.0,-0.311,8.11,-5.41,-7.58,1.46,0.351
Fe 1,4682.558,2.9398,1.0,-3.13,7.99,-5.38,-7.218,2.11,0.295
Fe 1,4683.5597,2.8316,1.0,-2.319,8.0,-5.96,-7.8,1.52,0.656
Fe 1,4684.5953,4.4153,1.0,-1.738,8.14,-4.35,-7.34,0.55,0.265
Ce 2,4684.5975,0.9043,1.0,-0.39,0.0,0.0,0.0,1.15,0.052
Cr 1,4684.8544,3.5558,1.0,-0.975,8.08,-5.2,-7.59,0.33,0.099
Fe 1,4685.0234,2.845,1.0,-3.34,7.65,-6.16,-7.774,0.93,0.245
Ca 1,4685.268,2.9325,1.0,-0.879,8.402,-4.503,-7.147,1.0,0.559
Ni 1,4686.1019,3.6576,1.0,-1.848,8.35,-4.04,-7.5,0.42,0.153
Ni 1,4686.2131,3.5972,1.0,-0.59,8.12,-5.44,-7.245,0.66,0.639
Fe 1,4686.3504,4.1909,1.0,-2.354,8.35,-4.96,-7.31,1.5,0.131
Sm 2,4687.19,0.0405,1.0,-1.15,0.0,0.0,0.0,1.54,0.058
Fe 1,4687.3022,0.9582,1.0,-4.796,7.34,-6.12,-7.79,1.45,0.468
Fe 1,4687.386,2.8316,1.0,-2.762,7.54,-6.11,-7.776,1.2,0.518
Si 1,4687.6205,5.0823,1.0,-2.942,8.61,-3.83,-6.98,1.0,0.051
Fe 1,4687.6697,2.8581,1.0,-3.78,7.77,-6.05,-7.81,0.28,0.106
Zr 1,4687.8,0.7301,1.0,0.55,0.0,0.0,0.0,1.2,0.222
Fe 1,4688.176,4.607,1.0,-1.439,8.73,-4.97,-7.41,1.5,0.309
Fe 1,4688.3789,4.1909,1.0,-2.359,8.38,-5.06,-7.41,0.65,0.129
Cr 1,4689.356,3.1251,1.0,-0.4,8.08,-5.27,-7.255,0.99,0.468
Fe 1,4689.3871,3.111,1.0,-3.631,8.47,-6.08,-7.8,2.44,0.086
Fe 1,4689.4852,3.6398,1.0,-2.317,7.27,-6.11,-7.81,1.21,0.348
Fe 1,4690.1375,3.6864,1.0,-1.645,8.33,-5.34,-7.243,2.14,0.596
Fe 1,4690.3688,3.2367,1.0,-3.334,7.85,-5.76,-7.8,0.82,0.121
Fe 1,4690.3697,1.0111,1.0,-5.23,7.35,-6.12,-7.79,2.76,0.227
Ti 1,4690.7929,1.0666,1.0,-2.03,8.09,-5.98,-7.738,0.01,0.094
Ti 1,4691.3325,1.0666,1.0,-0.82,8.19,-6.1,-7.7,1.19,0.573
Fe 1,4691.4114,2.9904,1.0,-1.523,7.31,-6.22,-7.682,1.05,0.753
Ca 1,4692.5435,4.7798,1.0,-0.406,8.37,-3.4,-7.01,1.07,0.096
Fe 1,4692.996,3.3014,1.0,-3.572,7.91,-5.71,-7.78,1.04,0.066
Co 1,4693.1879,3.2314,1.0,-0.496,8.11,-5.41,-7.58,1.43,0.251
Ti 1,4693.6647,0.0211,1.0,-2.918,6.38,-6.11,-7.706,0.92,0.131
Cr 1,4693.938,2.9826,1.0,-0.8,7.9,-5.96,-7.606,1.04,0.352
S 1,4694.1126,6.5245,1.0,-1.774,6.95,-4.6,-7.35,1.33,0.086
Fe 1,4694.8585,4.3865,1.0,-1.485,8.12,-4.51,-7.32,1.23,0.387
Fe 1,4694.9968,4.3714,1.0,-2.523,8.11,-4.43,-7.32,1.72,0.066
Cr 1,4695.145,2.9826,1.0,-1.12,7.88,-5.96,-7.606,1.51,0.215
S 1,4695.4427,6.5245,1.0,-1.919,6.95,-4.6,-7.35,1.92,0.065
Fe 1,4696.0181,4.5931,1.0,-2.197,8.18,-4.31,-7.31,1.2,0.083
Ti 1,4696.9316,2.1535,1.0,-0.95,8.32,-5.75,-7.65,0.51,0.093
Cr 1,4697.05,2.7079,1.0,-1.06,7.11,-6.1,-7.7,1.27,0.359
Cr 1,4697.389,3.3694,1.0,-1.29,7.49,-4.94,-7.706,1.49,0.075
Sc 2,4698.2712,0.5955,1.0,-2.863,8.18,-6.67,-7.85,0.83,0.085
Co 1,4698.3885,3.2546,1.0,-0.755,8.11,-5.41,-7.58,1.31,0.15
Ni 1,4698.39,4.0882,1.0,-0.84,8.21,-4.69,-7.278,1.56,0.384
Cr 1,4698.46,3.1442,1.0,-0.11,8.08,-5.26,-7.252,1.12,0.567
Cr 1,4698.606,2.7088,1.0,-1.153,7.11,-6.1,-7.8,1.89,0.315
Cr 1,4698.6106,3.0869,1.0,-1.223,7.43,-5.91,-7.8,0.77,0.147
Ti 2,4698.6545,1.2313,1.0,-3.09,8.15,-6.41,-7.85,0.23,0.271
Ti 1,4698.7609,1.0529,1.0,-1.01,8.15,-6.07,-7.71,0.99,0.497
Ti 1,4698.828,2.1603,1.0,-0.71,8.31,-5.89,-7.65,1.17,0.145
Cr 1,4698.943,3.079,1.0,-1.394,7.56,-5.78,-7.648,0.49,0.108
Fe 1,4699.3401,4.7861,1.0,-2.048,7.67,-3.29,-7.13,1.16,0.076
Cr 1,4699.5944,4.2074,1.0,-0.41,8.0,-6.09,-7.56,0.68,0.086
Fe 1,4700.1576,4.3201,1.0,-1.029,8.17,-4.41,-7.35,1.19,0.581
Fe 1,4700.1903,3.6946,1.0,-1.68,7.14,-6.14,-7.541,1.16,0.583
Fe 1,4700.4188,2.1979,1.0,-4.427,8.2,-5.88,-7.73,2.48,0.107
Cr 1,4700.61,2.7099,1.0,-1.255,7.11,-6.1,-7.7,1.65,0.27
Fe 1,4701.0447,3.6864,1.0,-1.857,8.35,-5.08,-7.245,1.52,0.526
Mn 1,4701.148,2.9197,1.0,-1.65,7.78,-6.09,-7.639,2.09,0.181
Ni 1,4701.3517,3.48,1.0,-1.22,7.98,-3.6,-7.204,1.2,0.483
Ni 1,4701.5297,4.0882,1.0,-0.39,8.21,-4.82,-7.278,1.25,0.556
Fe 1,4701.9018,3.4302,1.0,-3.335,7.86,-5.28,-7.54,1.0,0.083
Fe 1,4702.5976,4.3714,1.0,-2.285,8.12,-4.4,-7.33,1.24,0.106
Fe 1,4702.9131,3.2367,1.0,-2.83,7.41,-6.26,-7.82,1.24,0.296
Mg 1,4702.9909,4.3458,1.0,-0.44,8.72,-3.98,-6.687,99.0,0.808
Nd 2,4703.57,0.3802,1.0,-1.0,0.0,0.0,0.0,1.16,0.056
Ni 1,4703.8068,3.6576,1.0,-0.521,8.35,-4.5,-7.5,1.07,0.638
Co 1,4704.1603,3.7132,1.0,-0.569,8.08,-4.24,-7.5,1.35,0.09
Sm 2,4704.4,0.0,1.0,-0.86,0.0,0.0,0.0,1.4,0.115
Fe 1,4704.9476,3.6864,1.0,-1.57,8.18,-5.45,-7.246,2.49,0.614
Fe 1,4705.4567,3.5465,1.0,-2.31,8.03,-6.16,-7.657,0.5,0.393
Ni 1,4705.5072,3.48,1.0,-2.159,7.98,-4.64,-7.5,1.43,0.118
Ni 1,4705.9217,3.6576,1.0,-2.181,8.41,-5.27,-7.58,0.81,0.08
Fe 1,4706.2992,3.6416,1.0,-2.95,7.61,-6.17,-7.608,0.46,0.117
Nd 2,4706.54,0.0,1.0,-0.71,0.0,0.0,0.0,0.61,0.215
V 1,4706.5649,2.1377,1.0,-0.14,8.14,-6.05,-7.624,1.08,0.064
Si 1,4706.7574,5.0823,1.0,-2.372,8.6,-3.56,-6.99,1.28,0.155
Fe 1,4707.2738,3.241,1.0,-1.08,7.88,-5.27,-7.203,1.08,0.77
Fe 1,4707.4875,2.845,1.0,-2.314,8.0,-5.96,-7.8,1.56,0.651
Cr 1,4707.748,3.3752,1.0,-1.29,7.49,-4.94,-7.705,1.48,0.074
Si 1,4707.9987,5.0823,1.0,-2.854,8.6,-4.06,-6.99,1.24,0.06
Cr 1,4708.013,3.1676,1.0,0.07,8.07,-5.22,-7.248,1.27,0.608
Ti 2,4708.6627,1.2369,1.0,-2.35,8.15,-6.54,-7.85,0.53,0.589
Fe 1,4708.9256,4.5931,1.0,-2.326,7.92,-4.55,-7.36,1.28,0.063
Fe 1,4708.9682,3.6398,1.0,-2.033,7.78,-6.14,-7.8,0.88,0.475
Fe 1,4709.0876,3.6537,1.0,-1.048,8.24,-5.31,-7.54,1.72,0.714
Mn 1,4709.71,2.8884,1.0,-0.488,7.78,-6.09,-7.643,1.33,0.643
Nd 2,4709.7156,0.1823,1.0,-0.97,0.0,0.0,0.0,1.0,0.091
Zr 1,4710.08,0.6869,1.0,0.37,0.0,0.0,0.0,1.1,0.172
Ti 1,4710.1834,2.1747,1.0,-0.042,8.31,-5.97,-7.65,1.33,0.412
Ti 1,4710.1892,1.046,1.0,-1.047,8.14,-5.99,-7.71,0.51,0.482
Fe 1,4710.2833,3.0176,1.0,-1.612,7.3,-6.22,-7.82,0.76,0.735
V 1,4710.5525,2.1303,1.0,-0.19,8.13,-6.02,-7.625,1.04,0.058
Fe 1,4710.8972,4.4456,1.0,-1.675,8.17,-4.45,-7.35,0.34,0.277
Fe 1,4711.3266,4.8349,1.0,-1.691,8.42,-5.17,-7.31,1.06,0.139
Fe 1,4711.4713,4.6382,1.0,-1.377,8.46,-5.24,-7.33,2.17,0.323
Ni 1,4712.0561,3.6576,1.0,-1.12,8.36,-6.0,-7.51,0.94,0.448
Fe 1,4712.1051,3.0173,1.0,-3.13,7.82,-6.27,-7.803,1.95,0.261
Fe 1,4712.2544,4.7331,1.0,-2.121,8.32,-4.59,-7.26,1.25,0.073
Ni 1,4713.8016,3.5421,1.0,-2.27,8.41,-5.46,-7.59,0.98,0.084
Cr 1,4713.99,4.186,1.0,0.422,7.95,-6.07,-7.76,1.01,0.363
Fe 1,4714.0672,4.5585,1.0,-1.54,8.48,-5.33,-7.33,1.8,0.286
Fe 1,4714.1914,3.3014,1.0,-2.67,7.13,-6.11,-7.763,1.03,0.339
Fe 1,4714.359,4.607,1.0,-1.691,8.45,-5.43,-7.3,2.32,0.209
Fe 1,4714.3684,5.3717,1.0,-0.478,8.18,-4.0,-7.14,1.5,0.398
Ni 1,4714.4173,3.3799,1.0,0.25,8.12,-5.44,-7.292,1.12,0.789
Ti 1,4715.3016,0.048,1.0,-2.857,6.43,-6.11,-7.703,1.15,0.139
Nd 2,4715.59,0.2046,1.0,-0.9,0.0,0.0,0.0,0.75,0.1
Ni 1,4715.7617,3.5432,1.0,-0.33,8.12,-5.46,-7.261,1.09,0.693
Ni 1,4715.8871,4.1536,1.0,-1.275,8.25,-3.71,-7.27,1.24,0.18
Fe 1,4716.837,3.2515,1.0,-3.41,7.5,-6.14,-7.794,1.53,0.101
Fe 1,4717.3106,4.7861,1.0,-1.777,7.86,-4.18,-7.25,1.08,0.129
Fe 1,4717.5677,4.7331,1.0,-1.093,8.3,-3.98,-7.25,1.5,0.406
Cr 1,4718.419,3.1952,1.0,0.24,8.06,-5.15,-7.244,1.33,0.639
Fe 1,4719.1101,3.3014,1.0,-3.403,7.52,-6.08,-7.81,0.94,0.093
Fe 1,4719.2181,4.2305,1.0,-2.343,8.36,-4.94,-7.31,1.51,0.123
Ti 2,4719.5109,1.2429,1.0,-3.32,8.15,-6.41,-7.85,1.23,0.178
Ni 1,4719.6675,4.1646,1.0,-1.377,7.82,-3.62,-7.28,1.13,0.146
Fe 1,4720.962,4.1544,1.0,-1.997,8.39,-4.97,-7.42,0.61,0.261
Fe 1,4721.0003,2.9904,1.0,-2.801,7.34,-6.23,-7.82,1.52,0.424
V 1,4721.5103,1.9496,1.0,-0.264,7.46,-6.12,-7.8,1.08,0.073
Si 1,4721.5711,4.9201,1.0,-2.357,8.53,-4.36,-7.13,1.63,0.21
Zn 1,4722.153,4.0297,1.0,-0.338,0.0,0.0,0.0,1.75,0.654
Ti 1,4722.6059,1.0529,1.0,-1.47,8.14,-5.99,-7.557,1.01,0.272
Cr 1,4722.76,3.3678,1.0,-1.272,7.34,-5.79,-7.79,1.47,0.078
V 1,4722.8709,1.9553,1.0,-0.13,7.31,-6.12,-7.8,1.15,0.096
Ni 1,4723.0012,4.1536,1.0,-1.742,8.25,-3.88,-7.27,0.78,0.073
Cr 1,4723.098,3.079,1.0,-0.66,7.95,-5.94,-7.63,0.98,0.37
Ni 1,4723.1302,4.1536,1.0,-1.655,8.25,-3.96,-7.27,1.03,0.087
Cr 1,4723.152,4.2075,1.0,-0.661,8.03,-5.99,-7.76,0.9,0.051
Ti 1,4723.1631,1.0666,1.0,-1.48,8.15,-6.07,-7.71,1.33,0.261
Nd 2,4724.36,0.7421,1.0,-0.43,0.0,0.0,0.0,1.14,0.087
Cr 1,4724.412,3.0869,1.0,-0.647,7.96,-5.55,-7.628,1.18,0.372
Cr 1,4725.663,3.3694,1.0,-1.416,7.34,-5.79,-7.79,1.47,0.058
Fe 1,4726.1367,2.998,1.0,-3.25,7.99,-5.41,-7.209,2.31,0.218
Si 1,4726.8288,5.0823,1.0,-2.743,8.6,-2.93,-7.0,0.84,0.075
Fe 1,4727.0,3.274,1.0,-3.33,7.88,-6.09,-7.658,1.31,0.112
Cr 1,4727.149,3.0004,1.0,-0.65,7.88,-5.96,-7.606,1.17,0.41
Fe 1,4727.3946,3.6864,1.0,-1.162,8.21,-5.17,-7.55,2.07,0.69
Mn 1,4727.46,2.9197,1.0,-0.449,7.78,-6.09,-7.64,1.2,0.642
Co 1,4727.7442,1.8826,1.0,-2.359,8.25,-6.07,-7.76,1.2,0.094
Ni 1,4727.8453,3.6353,1.0,-1.654,8.21,-5.42,-7.56,1.55,0.226
Co 1,4727.936,0.4318,1.0,-3.334,4.28,-6.28,-7.83,1.45,0.243
La 2,4728.41,0.1729,1.0,-1.38,0.0,0.0,0.0,1.6,0.071
Fe 1,4728.5456,3.6537,1.0,-1.172,8.24,-5.11,-7.54,1.54,0.694
Fe 1,4729.0192,4.0758,1.0,-1.614,6.7,-6.03,-7.81,1.54,0.464
Fe 1,4729.1679,4.4733,1.0,-2.26,8.08,-4.73,-7.32,0.99,0.091
Ni 1,4729.2756,4.1054,1.0,-1.2,8.34,-4.69,-7.278,1.1,0.223
Fe 1,4729.6766,3.3965,1.0,-2.47,7.86,-5.29,-7.143,1.18,0.387
Fe 1,4729.715,4.3865,1.0,-2.418,8.1,-4.4,-7.33,0.98,0.079
Cr 1,4729.841,3.0922,1.0,-1.262,7.54,-5.86,-7.609,0.68,0.134
Mg 1,4730.0286,4.3458,1.0,-2.347,8.71,0.0,0.0,99.0,0.494
V 1,4730.3998,1.9452,1.0,-0.391,7.63,-6.11,-7.79,1.07,0.056
Cr 1,4730.71,3.079,1.0,-0.192,7.92,-5.38,-7.631,0.87,0.559
Ti 1,4731.1644,2.1747,1.0,-0.43,8.29,-5.6,-7.63,1.12,0.235
Fe 2,4731.4476,2.891,1.0,-3.0,8.56,-6.53,-7.875,0.66,0.619
Fe 1,4731.4901,3.6864,1.0,-1.424,8.3,-5.38,-7.54,1.46,0.643
Ni 1,4731.7978,3.8327,1.0,-0.85,8.14,-5.58,-7.192,0.73,0.484
Fe 1,4732.057,4.7331,1.0,-1.795,8.49,-4.02,-7.34,0.88,0.137
Fe 1,4732.2611,4.607,1.0,-1.59,8.48,-5.45,-7.34,2.11,0.245
Ni 1,4732.4566,4.1054,1.0,-0.55,8.34,-4.82,-7.278,1.39,0.493
Ni 1,4733.1924,4.1672,1.0,-1.901,8.26,-3.54,-7.26,0.99,0.05
Ti 1,4733.4213,2.1603,1.0,-0.66,8.3,-5.4,-7.63,0.99,0.159
Fe 1,4733.5911,1.4849,1.0,-2.988,8.29,-6.16,-7.79,1.38,0.786
C 1,4733.8332,8.5371,1.0,-0.472,8.13,-1.94,-6.67,1.08,0.176
Fe 1,4733.987,4.1426,1.0,-2.848,8.0,-4.72,-7.47,0.89,0.053
Fe 1,4734.098,4.2944,1.0,-1.58,8.29,-6.21,-7.511,1.0,0.382
Sc 1,4734.105,1.4283,1.0,-0.131,8.09,-5.59,-7.71,0.49,0.059
Fe 1,4734.1823,4.2176,1.0,-2.1,8.36,-4.96,-7.31,1.51,0.198
Fe 1,4734.5854,4.4153,1.0,-2.311,8.15,-4.18,-7.34,1.09,0.092
Ti 1,4734.67,2.2363,1.0,-0.95,8.08,-6.04,-7.71,1.46,0.078
Co 1,4734.8271,3.2546,1.0,-1.027,8.11,-5.41,-7.58,0.5,0.088
C 1,4735.6945,8.5371,1.0,-1.029,7.86,-1.96,-6.62,1.28,0.079
Fe 1,4735.8428,4.0758,1.0,-1.325,8.14,-6.03,-7.77,1.17,0.565
Fe 1,4736.0395,4.4153,1.0,-2.178,8.14,-4.07,-7.31,0.04,0.119
Ni 1,4736.5061,3.48,1.0,-2.26,8.02,-4.87,-7.51,1.11,0.096
Fe 1,4736.7726,3.2112,1.0,-0.752,7.89,-5.33,-7.218,1.26,0.806
Ce 2,4737.2709,1.0897,1.0,-0.11,0.0,0.0,0.0,0.98,0.064
Cr 1,4737.348,3.0869,1.0,-0.099,7.95,-5.94,-7.63,1.13,0.583
Fe 1,4737.3753,4.6382,1.0,-1.99,8.48,-5.19,-7.35,0.93,0.112
Fe 1,4737.5931,2.9904,1.0,-3.255,7.78,-6.22,-7.8,0.59,0.219
Fe 1,4737.6346,3.2671,1.0,-2.247,7.25,-6.28,-7.697,1.05,0.539
Sc 1,4737.65,1.433,1.0,0.073,8.09,-5.59,-7.549,0.9,0.088
Co 1,4737.7687,1.9557,1.0,-2.008,8.22,-6.09,-7.76,1.13,0.161
V 1,4738.3098,1.9422,1.0,-0.344,7.58,-6.11,-7.79,0.78,0.063
Si 1,4738.8321,4.9296,1.0,-2.525,8.53,-4.36,-7.13,1.56,0.152
Fe 1,4738.952,4.4456,1.0,-2.41,8.15,-4.35,-7.34,0.78,0.071
Mn 1,4739.09,2.9408,1.0,-0.607,7.78,-6.09,-7.637,0.8,0.596
Zr 1,4739.48,0.6508,1.0,0.23,0.0,0.0,0.0,0.9,0.141
Fe 1,4739.6323,2.4844,1.0,-4.445,8.78,-5.78,-7.67,-0.01,0.056
Ni 1,4740.1646,3.48,1.0,-1.72,8.0,-4.84,-7.215,1.26,0.26
La 2,4740.28,0.126,1.0,-1.05,0.0,0.0,0.0,1.0,0.151
Fe 1,4740.3398,3.0176,1.0,-2.632,7.31,-6.22,-7.68,1.49,0.487
Fe 1,4740.4657,5.3862,1.0,-0.334,8.16,-4.0,-7.14,0.9,0.446
Sc 1,4741.031,1.4395,1.0,0.265,8.09,-5.59,-7.548,1.08,0.127
Fe 1,4741.0693,3.332,1.0,-2.514,7.87,-5.38,-7.54,1.62,0.395
Cr 1,4741.1491,4.2039,1.0,-0.43,8.08,-6.05,-7.563,0.81,0.082
Ca 1,4741.3873,4.7435,1.0,-0.449,8.0,-4.05,-7.01,1.12,0.093
Fe 1,4741.5292,2.8316,1.0,-1.765,8.19,-5.79,-7.802,1.46,0.74
Ti 1,4742.1061,2.1535,1.0,-0.94,8.3,-5.27,-7.63,0.75,0.094
Fe 1,4742.5511,4.3714,1.0,-2.072,8.12,-4.29,-7.33,0.59,0.158
Ti 1,4742.7892,2.2363,1.0,0.21,8.08,-6.04,-7.622,0.84,0.496
Fe 1,4742.9315,4.1909,1.0,-2.546,8.37,-4.99,-7.42,1.48,0.089
Sc 1,4743.83,1.4478,1.0,0.422,8.09,-5.59,-7.547,1.17,0.169
Fe 1,4744.3838,5.3884,1.0,-0.126,8.15,-4.0,-7.14,1.39,0.516
Fe 1,4744.636,0.9901,1.0,-5.699,7.34,-6.12,-7.79,2.31,0.096
Ni 1,4744.8522,4.1646,1.0,-1.811,7.73,-4.05,-7.27,1.49,0.061
Fe 1,4744.9402,3.2671,1.0,-2.797,7.85,-5.76,-7.8,1.17,0.294
Fe 1,4745.1281,2.2227,1.0,-4.17,8.2,-5.88,-7.595,1.5,0.166
Cr 1,4745.307,2.7079,1.0,-1.38,8.28,-5.98,-7.774,1.34,0.217
Sm 2,4745.68,0.1039,1.0,-0.93,0.0,0.0,0.0,1.63,0.08
Fe 1,4745.7996,3.6537,1.0,-1.27,8.32,-5.78,-7.54,1.4,0.676
Fe 1,4745.839,4.1034,1.0,-2.792,8.46,-4.81,-7.51,2.03,0.064
Co 1,4746.1143,3.9303,1.0,-0.431,8.22,-5.13,-7.54,1.46,0.076
Fe 1,4746.2759,4.1909,1.0,-1.992,8.35,-5.01,-7.31,1.52,0.248
V 2,4746.3861,2.3722,1.0,-1.852,8.26,-6.49,-7.85,0.66,0.058
Ti 1,4747.6737,2.2492,1.0,-0.83,8.08,-6.04,-7.71,1.58,0.096
Na 1,4747.941,2.1023,1.0,-2.379,0.0,0.0,0.0,99.0,0.077
Si 1,4747.9934,4.9296,1.0,-2.057,8.53,-4.45,-7.12,1.41,0.32
La 2,4748.73,0.9266,1.0,-0.54,0.0,0.0,0.0,1.01,0.086
Fe 1,4749.5929,1.6079,1.0,-4.915,8.3,-6.16,-7.79,0.26,0.13
Co 1,4749.673,3.0535,1.0,-0.236,8.11,-5.41,-7.58,1.26,0.446
Fe 1,4749.9477,4.5585,1.0,-1.34,8.48,-4.99,-7.338,1.54,0.37
Fe 1,4751.0838,4.1864,1.0,-2.612,7.87,-4.93,-7.47,0.68,0.078
Cr 1,4751.1312,3.3694,1.0,-1.358,7.73,-4.7,-7.56,1.1,0.064
Na 1,4751.8218,2.1044,1.0,-2.078,0.0,0.0,0.0,99.0,0.138
Cr 1,4752.087,4.186,1.0,0.44,7.84,-6.1,-7.78,0.95,0.367
Ni 1,4752.1146,3.6785,1.0,-1.535,8.1,-5.16,-7.51,0.74,0.254
Ni 1,4752.4198,3.6576,1.0,-0.7,8.36,-4.51,-7.241,1.48,0.59
Cr 1,4754.0103,3.3752,1.0,-1.08,7.45,-4.7,-7.57,1.24,0.111
Fe 1,4754.0359,4.7331,1.0,-2.119,8.38,-3.77,-7.22,1.34,0.072
Mn 1,4754.04,2.2816,1.0,-0.088,7.98,-5.43,-7.6,1.64,0.795
Ti 2,4754.2778,1.2313,1.0,-3.866,8.38,-6.41,-7.84,0.51,0.061
Co 1,4754.3606,3.2314,1.0,-0.771,8.11,-5.41,-7.58,0.92,0.15
Cr 1,4754.7398,3.0922,1.0,-1.36,7.92,-5.38,-7.593,0.76,0.111
Ni 1,4754.7624,3.6353,1.0,-0.98,8.34,-5.44,-7.59,1.22,0.509
Cr 1,4755.14,3.0106,1.0,-1.376,7.31,-6.11,-7.742,1.21,0.125
Fe 1,4755.7011,4.7331,1.0,-1.117,8.31,-3.95,-7.28,1.3,0.392
Mn 2,4755.7271,5.3969,1.0,-1.222,8.44,-6.49,-7.89,1.06,0.05
Cr 1,4756.1117,3.1044,1.0,0.09,7.96,-5.55,-7.628,1.1,0.623
Fe 1,4756.3572,4.6382,1.0,-1.87,8.5,-5.07,-7.4,2.5,0.14
Ni 1,4756.5153,3.48,1.0,-0.27,8.1,-5.46,-7.279,1.25,0.707
Cr 1,4757.3559,4.2391,1.0,-0.55,8.04,-5.31,-7.54,1.17,0.059
V 1,4757.4743,2.0286,1.0,-0.29,8.08,-5.33,-7.245,0.18,0.058
Fe 1,4757.578,3.274,1.0,-2.04,7.5,-6.14,-7.81,1.34,0.6
Cr 1,4757.59,3.5505,1.0,-0.637,7.73,-6.11,-7.536,1.19,0.186
Ti 1,4758.1178,2.2492,1.0,0.51,8.08,-6.04,-7.621,1.02,0.595
Ni 1,4758.4201,3.8474,1.0,-2.11,8.27,-5.58,-7.191,1.43,0.062
Ti 1,4758.9013,0.836,1.0,-2.17,8.22,-6.0,-7.598,0.93,0.111
Si 1,4758.9753,4.9538,1.0,-2.664,8.53,-3.95,-7.1,1.27,0.111
Ti 1,4759.2697,2.2556,1.0,0.59,8.08,-6.04,-7.62,1.18,0.614
Cr 1,4759.91,3.1128,1.0,-1.286,7.56,-5.78,-7.79,0.69,0.123
Fe 1,4760.0668,3.0385,1.0,-3.57,7.99,-5.38,-7.202,2.74,0.11
Cr 1,4761.245,3.1216,1.0,-1.584,7.43,-5.91,-7.79,0.98,0.067
Mn 1,4761.51,2.9532,1.0,-0.276,7.78,-6.09,-7.637,0.5,0.665
Mn 1,4762.37,2.8884,1.0,0.297,7.78,-6.09,-7.648,1.12,0.757
Ni 1,4762.6267,1.9354,1.0,-2.58,8.33,-6.11,-7.734,1.18,0.568
