2.004351455507273840e+02 1.943569305126236491e-01 2.990780135348383717e-01 3.800307906656831269e-01 4.496279509045167933e-01 5.150707767750373200e-01 5.813949316180824223e-01 6.552095787983136521e-01 7.430719048561899021e-01 8.529547106049805150e-01 1.000000000000000000e+00
2.014349693113682349e+02 1.904391018877965025e-01 2.919018576248284536e-01 3.701217748387936601e-01 4.375991127788222412e-01 5.016765671305829510e-01 5.676571072265065299e-01 6.424385170624429264e-01 7.328867688461572216e-01 8.471548733988046864e-01 1.000000000000000000e+00
2.024347905301229105e+02 2.072352966304422395e-01 3.233290671645557834e-01 4.129392233248307953e-01 4.889138420408298269e-01 5.584737510393205095e-01 6.260899780357143118e-01 6.975483724838177357e-01 7.781270623444820345e-01 8.743707223562111608e-01 1.000000000000000000e+00
2.034346093379377010e+02 1.854398550707651305e-01 2.844456329575308362e-01 3.607970083716617871e-01 4.268671081590522109e-01 4.900185943311626269e-01 5.557846897297611388e-01 6.313271551065529064e-01 7.238556497388730637e-01 8.418211379759550361e-01 1.000000000000000000e+00
2.044344258553564373e+02 1.815961094140192689e-01 2.775753237325732647e-01 3.515736760859515253e-01 4.159340470781393573e-01 4.780675647781211790e-01 5.437104991071604054e-01 6.202158784656721657e-01 7.150305266611760580e-01 8.367700518201913740e-01 1.000000000000000000e+00
2.054342401936127658e+02 1.990366334598389353e-01 3.019238685993121951e-01 3.803745551286862869e-01 4.477741408178325111e-01 5.116217295377236685e-01 5.771630985307500961e-01 6.510819409016206372e-01 7.399627690730157248e-01 8.516451491297678533e-01 1.000000000000000000e+00
2.065000899847402138e+02 2.015099564878483629e-01 3.055684880161962380e-01 3.848647160560259017e-01 4.528792895845152322e-01 5.171227578779388212e-01 5.827884808251574400e-01 6.564653793100254653e-01 7.445537438122372675e-01 8.546180013514752538e-01 1.000000000000000000e+00
2.073069369280952685e+02 2.183659975477892923e-01 3.370454248923371310e-01 4.264201965989740106e-01 5.014023958366512490e-01 5.697027102998479808e-01 6.358618991492985817e-01 7.054801386485402004e-01 7.837417047182622110e-01 8.773460966013224560e-01 1.000000000000000000e+00
2.077408041093124211e+02 1.796685584451416240e-01 2.710196635888637573e-01 3.412995000538278645e-01 4.029483828038369908e-01 4.633838439365811079e-01 5.285580556812328190e-01 6.060442379727337681e-01 7.036428438856563439e-01 8.302648963221321843e-01 1.000000000000000000e+00
2.084336711252968541e+02 1.862897662308015401e-01 2.772272726123670150e-01 3.471756304683908390e-01 4.086193042554415733e-01 4.690351076465041347e-01 5.343439123970179505e-01 6.119203900664487161e-01 7.091296841979032317e-01 8.341595971779636187e-01 1.000000000000000000e+00
