2.004351455507273840e+02 1.786967395427459804e-01 2.657425340478751785e-01 3.441229869609299108e-01 4.235669866207167344e-01 5.061238945923680621e-01 5.892503773067214734e-01 6.754996358370483067e-01 7.645946201834981082e-01 8.648165000150598303e-01 1.000000000000000000e+00
2.014349693113682349e+02 1.778517811841594243e-01 2.637858647361191466e-01 3.425345587036112693e-01 4.233717509782961574e-01 5.077655152551863171e-01 5.926311666091786945e-01 6.801569843865927778e-01 7.698786157025578891e-01 8.693889569889085012e-01 1.000000000000000000e+00
2.024347905301229105e+02 1.932357007437614793e-01 2.853309898470042794e-01 3.647831182988051646e-01 4.424159868290578057e-01 5.215634503222010832e-01 6.008367341023437280e-01 6.835790758994699789e-01 7.693306784971222223e-01 8.666473516672682509e-01 1.000000000000000000e+00
2.034346093379377010e+02 1.727784769988115754e-01 2.570785430549210604e-01 3.355509699061005047e-01 4.172467203848770345e-01 5.031726648044855255e-01 5.897632524933048570e-01 6.787970010164482426e-01 7.697308993792643106e-01 8.699913581470019031e-01 1.000000000000000000e+00
2.044344258553564373e+02 1.699427640085265367e-01 2.530465251891731993e-01 3.314550142485575002e-01 4.138015546721444671e-01 5.006896914271048438e-01 5.883012277434029880e-01 6.782464529640681583e-01 7.700273624901557978e-01 8.708371801356374897e-01 1.000000000000000000e+00
2.054342401936127658e+02 1.834150191712659583e-01 2.697980995403666538e-01 3.484102939554784562e-01 4.288788337445859078e-01 5.128381328414260976e-01 5.973333820762540824e-01 6.844255608964406878e-01 7.735520852330929342e-01 8.720341174627387337e-01 1.000000000000000000e+00
2.065000899847402138e+02 1.873587737493848937e-01 2.748167589774345720e-01 3.538486201099818040e-01 4.342510508609733755e-01 5.177779416981347360e-01 6.016593297285312003e-01 6.880895679077527749e-01 7.764623414906527410e-01 8.739609677574625701e-01 1.000000000000000000e+00
2.073069369280952685e+02 1.943108260418979216e-01 2.848489226363030147e-01 3.638702842081814048e-01 4.428680083276759771e-01 5.248711629154163560e-01 6.074568244365093905e-01 6.926717856402272444e-01 7.791863425540827004e-01 8.744042350649183781e-01 1.000000000000000000e+00
2.077408041093124211e+02 1.677355856312826299e-01 2.491438610574646939e-01 3.270372045732941046e-01 4.097002650557757253e-01 4.973660126764356537e-01 5.860399670845783948e-01 6.770448707361517160e-01 7.699881204241365573e-01 8.717315278213462193e-01 1.000000000000000000e+00
2.084336711252968541e+02 1.761994414360863181e-01 2.596920486629870073e-01 3.377309960841922143e-01 4.188062641199521985e-01 5.036797811448568973e-01 5.893230461743702575e-01 6.777880958676099077e-01 7.691676650734613485e-01 8.705425950785131706e-01 1.000000000000000000e+00
