FeI_5250.2,0.4959690193591203,-2.171747748896921,-16.249555668180935,320.2105225169586,-353.08837122831784
FeI_5250.6,0.6437127630394179,-2.941001702228073,1.048869555711763,291.1566619742296,-519.3243501345536
FeI_5379,0.4574482180438348,-2.0252171414166704,-15.567069373283154,138.5683045976596,-246.81154864671112
TiII_5381,0.4076021455345165,-2.000236503834997,-14.064491358314513,176.31585105737355,-507.6961284791594
FeI_5382,0.42495864192595195,-1.8694066525192232,-25.18143573133258,335.44277823673036,-119.16539210153078
FeI_5383,-0.05271763651452946,0.19676551154694932,-25.351760914524085,186.21612227440198,214.9130293420572
MnI_5432,0.17372855539066712,-0.7745191913122601,-4.218768520367336,285.03828269391687,-221.63662940369363
FeI_5432,0.24603660381148248,-1.0779823378548576,-33.29771553524639,137.70271886254565,6.562600474882678
FeI_5434,0.48680233581206817,-2.360771253495881,2.168676429569747,250.21013530758202,-545.4753782610859
NiI_5435,0.20905991099097165,-0.8606648220494713,-26.85957439958047,289.9072888573246,-70.08256544884848
FeI_5436.3,-0.04394556740186982,0.2600726802680042,-75.69050036370606,574.8169380177851,134.0403978390336
FeI_5436.6,0.15201686274816803,-0.6614679261836307,-25.63188567596369,417.8009881861339,-72.92947596420007
FeI_5576,0.36748671486628376,-1.770495205195394,-8.939694019333931,172.36070589431,-344.3677891595605
NiI_5578,0.37657385314247593,-1.5584737094800627,-29.741078771090283,195.1219461529308,-63.379135202831094
FeII_6149,-0.2546093452322465,1.1925468149800231,-60.27894930678505,306.11993949575145,465.26812398029233
FeI_6151,0.07207176695667249,-0.30626181980198497,-14.504452066717276,237.3808554503884,13.704496324236679
CaI_6169.0,0.2782410907149708,-1.357610280991891,-15.104982770802753,199.35265074586223,-327.90411072436206
CaI_6169.5,0.13735560998908108,-0.6787406374203858,-19.3680554961856,302.10204789254107,-174.0309454960429
FeI_6170,0.6479853068043249,-3.051821812346721,-4.880583909918596,169.26426304155657,-770.252725422984
FeI_6173,0.42141902454497826,-1.9087890625832125,-26.447793118371592,166.3608641760295,-278.3500794086133
FeI_6301,0.44723502499107604,-2.154909442714359,0.8739451977471631,188.642942007075,-465.01815700320844
FeI_6302,0.29723090476517156,-1.3573453219659197,-38.260214816479184,143.02102954399624,-60.7299808531956
