wavelength,u1,u2,law_4u1,law_4u2,law_4u3,law_4u4
5250.2084,0.5277109490113127,0.19468571749582048,0.4879671519313435,0.04488132524966177,0.600950269990614,-0.32191515479446114
5250.6453,0.5277109490113127,0.19468571749582048,0.4879671519313435,0.04488132524966177,0.600950269990614,-0.32191515479446114
5379.5734,0.5063214563774494,0.20073888420682456,0.48974092566364713,0.048405639591826956,0.5720249184276129,-0.31232521858510653
5381.0216,0.5063214563774494,0.20073888420682456,0.48974092566364713,0.048405639591826956,0.5720249184276129,-0.31232521858510653
5382.2562,0.5063214563774494,0.20073888420682456,0.48974092566364713,0.048405639591826956,0.5720249184276129,-0.31232521858510653
5383.368,0.5063214563774494,0.20073888420682456,0.48974092566364713,0.048405639591826956,0.5720249184276129,-0.31232521858510653
5432.546,0.5031909678496375,0.20043698221143205,0.4938133484201939,0.03777156938293258,0.576301665934643,-0.3127027615085631
5432.947,0.5031909678496375,0.20043698221143205,0.4938133484201939,0.03777156938293258,0.576301665934643,-0.3127027615085631
5434.5232,0.5031909678496375,0.20043698221143205,0.4938133484201939,0.03777156938293258,0.576301665934643,-0.3127027615085631
5435.8577,0.5031909678496375,0.20043698221143205,0.4938133484201939,0.03777156938293258,0.576301665934643,-0.3127027615085631
5436.2945,0.5031909678496375,0.20043698221143205,0.4938133484201939,0.03777156938293258,0.576301665934643,-0.3127027615085631
5436.5875,0.5031909678496375,0.20043698221143205,0.4938133484201939,0.03777156938293258,0.576301665934643,-0.3127027615085631
5576.0881,0.4808139120957836,0.2066277613563224,0.509244303102525,0.022296384709205523,0.5522720862072237,-0.30063847990226067
5578.718,0.4816393063827151,0.2017998318703528,0.5161232040122475,-0.010371851733968138,0.583217128142538,-0.3092386181045434
6149.246,0.41939276664064784,0.21517681591468668,0.5318445919340745,-0.022633707500072268,0.5026339496980002,-0.27497324220523695
6151.617,0.41939276664064784,0.21517681591468668,0.5318445919340745,-0.022633707500072268,0.5026339496980002,-0.27497324220523695
6169.042,0.4173703022472997,0.2120678879800377,0.5457785186030751,-0.05812135071691104,0.5243532777555501,-0.2778576403119155
6169.563,0.4173703022472997,0.2120678879800377,0.5457785186030751,-0.05812135071691104,0.5243532777555501,-0.2778576403119155
6170.5056,0.4173703022472997,0.2120678879800377,0.5457785186030751,-0.05812135071691104,0.5243532777555501,-0.2778576403119155
6173.3344,0.4173703022472997,0.2120678879800377,0.5457785186030751,-0.05812135071691104,0.5243532777555501,-0.2778576403119155
6301.5008,0.4069043692461592,0.2179939968245861,0.5384951913325139,-0.03146641464356965,0.49153165757226014,-0.2695365768951768
6302.4932,0.4069043692461592,0.2179939968245861,0.5384951913325139,-0.03146641464356965,0.49153165757226014,-0.2695365768951768
15652.0,0.08540046197942565,0.27739057575768716,1.220272036159073,-1.3957837125879204,1.220158290584009,-0.44922649546515125
