2.004351455507273840e+02 2.040102083631307184e-01 3.153404298502410219e-01 4.008858302640386784e-01 4.737715462076902417e-01 5.409450774136324025e-01 6.080024448377635560e-01 6.808724556524602400e-01 7.659399491241480895e-01 8.699724333777427709e-01 1.000000000000000000e+00
2.014349693113682349e+02 1.997792656351947693e-01 3.074524927339532532e-01 3.899252124344830817e-01 4.604089879502464289e-01 5.259854444536895546e-01 5.925036521085362828e-01 6.662239377563154985e-01 7.539256275689302234e-01 8.627422699962756791e-01 1.000000000000000000e+00
2.024347905301229105e+02 2.164889444094794113e-01 3.399127622891110478e-01 4.346757233114592611e-01 5.143464505420356492e-01 5.859132976417900096e-01 6.544769002664919677e-01 7.250722433684710921e-01 8.027121187706117711e-01 8.925898932980114164e-01 1.000000000000000000e+00
2.034346093379377010e+02 1.950208295326956720e-01 3.002704631706397675e-01 3.809150530876718732e-01 4.500065697767642869e-01 5.146475348527661531e-01 5.808852866123053182e-01 6.552772596840834574e-01 7.449670643655121882e-01 8.574135922482017946e-01 1.000000000000000000e+00
2.044344258553564373e+02 1.910300044560609700e-01 2.929749080894955005e-01 3.710474933008922616e-01 4.382500561912899828e-01 5.017384413558363399e-01 5.677452661446135140e-01 6.430636124985011914e-01 7.351185410809940590e-01 8.516080463134002576e-01 1.000000000000000000e+00
2.054342401936127658e+02 2.087356437598367198e-01 3.177394470218705136e-01 4.003367331967934151e-01 4.706541726069250475e-01 5.359461508013163566e-01 6.019886757004011546e-01 6.748243556970641155e-01 7.609305548220882676e-01 8.671095492590870091e-01 1.000000000000000000e+00
2.065000899847402138e+02 2.109966646816132940e-01 3.211542161416627850e-01 4.045829910871334700e-01 4.754912589898036557e-01 5.411490317859297683e-01 6.072853090268183207e-01 6.798512554073773417e-01 7.651515101588814982e-01 8.697596578144937141e-01 1.000000000000000000e+00
2.073069369280952685e+02 2.296146863098357804e-01 3.555169278344666450e-01 4.498564343902316520e-01 5.283765804807952771e-01 5.985915991820494053e-01 6.656659778294434782e-01 7.343735488188767313e-01 8.095471805483180905e-01 8.963797166929450277e-01 1.000000000000000000e+00
2.077408041093124211e+02 1.888975609784963039e-01 2.857582351960085698e-01 3.597626768862489666e-01 4.239860634784893278e-01 4.856008011787802392e-01 5.510088136078040710e-01 6.272868281010200997e-01 7.222563904255173695e-01 8.440088302929741326e-01 1.000000000000000000e+00
2.084336711252968541e+02 1.947806071719296317e-01 2.907946984608212881e-01 3.641263981003913797e-01 4.278689990045466129e-01 4.892645811975669390e-01 5.547226441560189070e-01 6.311713341460154503e-01 7.260307036199734609e-01 8.467256086545075222e-01 1.000000000000000000e+00
2.094334777040273252e+02 1.222022215993754102e-01 1.794603862673376238e-01 2.278819145092618459e-01 2.781247085065720048e-01 3.381470025146982583e-01 4.149715456912805855e-01 5.149236293776923157e-01 6.433357920390991858e-01 8.038400223964095037e-01 1.000000000000000000e+00
2.104332825496642840e+02 6.341911776068780149e-02 9.571164997603590074e-02 1.316659900018014306e-01 1.818798040460378462e-01 2.530003260670962706e-01 3.486128147680769285e-01 4.708475824342088223e-01 6.203670034286425938e-01 7.958304452624191949e-01 1.000000000000000000e+00
2.114330857339913621e+02 5.210465281999772380e-02 7.898031910659836230e-02 1.118353829755826256e-01 1.615701123347437207e-01 2.346448555240201739e-01 3.338945352665096955e-01 4.605875578163748929e-01 6.144749457560115813e-01 7.932793670414376441e-01 1.000000000000000000e+00
2.124328873241750557e+02 5.833032117606989919e-02 8.822718850204450125e-02 1.219127139111407382e-01 1.705534787758142268e-01 2.413785189519271901e-01 3.380600039701097681e-01 4.624871514924779881e-01 6.148561501650118277e-01 7.932456652352025683e-01 1.000000000000000000e+00
2.134326873831653302e+02 6.197400945507167830e-02 9.203306832130378479e-02 1.268921983701100653e-01 1.777084945183943221e-01 2.509030976316087846e-01 3.492688367026339225e-01 4.739924852713433556e-01 6.247588542884191520e-01 7.993665449187545846e-01 1.000000000000000000e+00
2.144324859700531363e+02 4.859504551905780706e-02 7.425793004234804151e-02 1.074767706395441391e-01 1.591686090218162319e-01 2.351533737855853179e-01 3.373848054781672379e-01 4.662669358494818672e-01 6.207794544722922137e-01 7.980562659591919905e-01 1.000000000000000000e+00
2.154322831403907514e+02 5.030685192718112320e-02 7.676198764059380397e-02 1.101313586309067560e-01 1.614095686479666281e-01 2.366760111247961651e-01 3.381650650302729932e-01 4.664562583545627250e-01 6.206722114085658770e-01 7.980707959910048332e-01 1.000000000000000000e+00
2.164320789464787254e+02 6.359231613195411026e-02 9.522238636931386335e-02 1.315247692720421802e-01 1.833009286017022732e-01 2.567607261125948725e-01 3.547881075569473408e-01 4.786789209253460298e-01 6.283090907866030195e-01 8.017281770849642442e-01 1.000000000000000000e+00
2.174318734376246027e+02 6.477443288129525190e-02 9.651325397306642628e-02 1.324385318862785210e-01 1.834400809523359654e-01 2.560811967780676768e-01 3.535598232769388005e-01 4.772778289695268628e-01 6.271444867919875321e-01 8.011885277382158055e-01 1.000000000000000000e+00
2.184316666603757824e+02 4.894481455189439445e-02 7.500923103477052933e-02 1.091576303348670840e-01 1.623019044430385471e-01 2.398864050062731734e-01 3.434561682132528659e-01 4.729516644510410317e-01 6.269964192956751781e-01 8.025011016452882062e-01 1.000000000000000000e+00
2.194314586587296674e+02 5.694198795787721451e-02 8.552875264284114099e-02 1.203807675388375020e-01 1.724830758737558589e-01 2.477693658136552179e-01 3.485286380562394037e-01 4.753416113378097774e-01 6.274178979090823116e-01 8.022073278134003171e-01 1.000000000000000000e+00
2.204312494743242610e+02 6.190052752432127769e-02 9.249907202389512362e-02 1.288634549753715774e-01 1.819102694867174574e-01 2.574282164301932019e-01 3.576823617669125932e-01 4.832432185346012821e-01 6.333654119287805973e-01 8.056330219578631269e-01 1.000000000000000000e+00
2.214310391466107717e+02 8.346985971297389562e-02 1.227369676665270026e-01 1.630600873624465652e-01 2.157976321834226274e-01 2.876057801041294049e-01 3.819778501847033714e-01 5.006369235708343357e-01 6.438992129802421083e-01 8.103819921108597057e-01 1.000000000000000000e+00
2.224308277130104727e+02 7.062900652966656867e-02 1.043703180739938841e-01 1.429215443802524521e-01 1.971200925148909877e-01 2.726203908370684603e-01 3.717590419503770116e-01 4.951622991574657906e-01 6.421980706653138693e-01 8.106796312200441612e-01 1.000000000000000000e+00
2.234306152090572084e+02 5.804629655359762330e-02 8.768356263619529745e-02 1.260633390371911355e-01 1.832759663593758193e-01 2.635320365797128028e-01 3.677027168445513583e-01 4.952499098242663100e-01 6.446668791262089027e-01 8.130881723142660000e-01 1.000000000000000000e+00
2.244304016685282477e+02 6.244952170140325581e-02 9.314272511469781635e-02 1.318450503588977363e-01 1.887177040912580983e-01 2.681743630310865489e-01 3.713381587784834181e-01 4.978361614833762272e-01 6.462886666815110814e-01 8.139510463445518429e-01 1.000000000000000000e+00
2.254301871235624617e+02 8.589846747642640445e-02 1.247627569253053348e-01 1.672860740069976315e-01 2.239122243067679652e-01 2.997597002398311172e-01 3.970648537215194507e-01 5.165551271818957790e-01 6.578755578903145995e-01 8.193215283714376795e-01 1.000000000000000000e+00
2.264299716047695199e+02 9.759832163822049211e-02 1.418002013671738615e-01 1.861985916026518972e-01 2.414789806493445878e-01 3.137729565264145704e-01 4.065716962267457713e-01 5.216837701558842966e-01 6.596435998799941025e-01 8.195134748065531216e-01 1.000000000000000000e+00
2.274297551413295935e+02 9.392494365008774437e-02 1.362129489228804946e-01 1.801580605464685458e-01 2.364739668202426315e-01 3.108078083262658664e-01 4.059607872050259858e-01 5.230553788667312576e-01 6.620626838545482507e-01 8.215547720801208431e-01 1.000000000000000000e+00
2.284295377610847879e+02 7.076254497515006847e-02 1.049170750563396814e-01 1.465217697339337155e-01 2.052802226675160546e-01 2.852597969276071677e-01 3.875773505396727936e-01 5.118707304252039236e-01 6.568856637754535432e-01 8.201481828928689488e-01 1.000000000000000000e+00
2.294293194906232998e+02 9.245171346784863964e-02 1.336992472274062815e-01 1.779932387286771167e-01 2.355668448622443290e-01 3.114854360288740742e-01 4.080745109958285877e-01 5.260594484058953579e-01 6.651288546994493789e-01 8.236917746260186135e-01 1.000000000000000000e+00
2.304291003553567805e+02 7.240854895855469708e-02 1.086819290064436616e-01 1.516838582832119031e-01 2.113159426932023077e-01 2.916395940746700499e-01 3.937892775525807521e-01 5.173888051726727166e-01 6.612068057109192765e-01 8.228356967130356914e-01 1.000000000000000000e+00
2.314288803795919591e+02 9.382613778808839011e-02 1.360099999265118598e-01 1.807353272329491611e-01 2.386096239242134764e-01 3.147273456380804690e-01 4.113510781467389910e-01 5.291078696310811402e-01 6.676115669617077586e-01 8.252544896489643067e-01 1.000000000000000000e+00
2.324286595865961260e+02 1.060204092032504541e-01 1.517429313565889226e-01 1.974948923739368034e-01 2.539910971178463428e-01 3.270547430937765787e-01 4.198989887200693660e-01 5.339851470605995187e-01 6.695889440249528368e-01 8.256702578624034450e-01 1.000000000000000000e+00
2.334284379986587794e+02 1.544558481019108476e-01 2.127881143828277699e-01 2.650635201456328915e-01 3.224513150249763704e-01 3.911698297329415652e-01 4.753068568496356949e-01 5.774535056529920274e-01 6.990450289399793293e-01 8.403592874902856558e-01 1.000000000000000000e+00
2.344282156371471615e+02 2.236754419334973654e-01 3.074999694051713806e-01 3.741582668330104555e-01 4.370586402547082527e-01 5.028724566498974369e-01 5.761240623962640139e-01 6.603695810260443722e-01 7.581893486141704219e-01 8.713538626290822098e-01 1.000000000000000000e+00
